,시,구,동,x,y
553,서울,용산구,"한강로2가, 래미안용산",126.966757,37.528702
554,서울,용산구,"용산동5가, 파크타워",126.970389,37.523818
555,서울,용산구,갈월동,126.972242,37.542831
556,서울,용산구,한남동,127.010919,37.53485
557,서울,용산구,용산동2가,126.988317,37.551102
558,서울,용산구,동자동,126.972694,37.551752
559,서울,용산구,한남동,127.00563,37.533394
560,서울,용산구,청파동3가,126.9672252,37.54460479
561,서울,용산구,동빙고동,126.991782,37.5289857
562,서울,용산구,갈월동,126.971891,37.544118
563,서울,용산구,한강대로23길,126.96404469999993,37.5288539
564,서울,용산구,이촌동,126.96905,37.52111
565,서울,용산구,한강로3가,126.9676442,37.5258562
566,서울,용산구,동자동,126.97179361292847,37.55415699928705
567,서울,용산구,"원효로1가, 리첸시아 용산",126.967409,37.538571
568,서울,용산구,동자동,126.97273,37.55126
569,서울,용산구,한강로3가,126.96100091132485,37.53286105987034
570,서울,중랑구,"상봉동, 상봉 듀오트리스 주상복합",127.092509,37.597842
571,서울,중랑구,상봉동,127.07473579999998,37.5930326
572,서울,중랑구,신내로,127.0957558,37.60538908
573,서울,중랑구,면목로,127.087966,37.579594
574,서울,중랑구,상봉동,127.08647,37.59689
575,서울,중랑구,"묵동, 로프트원 태릉입구역",127.076633,37.615368
576,서울,중랑구,봉화산로,127.07841136432036,37.60170912407773
