,Unnamed: 0,주소,매장명,위도,경도,매장,0,1,2,3,지점명,시,구,동
62,62.0,,롯데리아 방화점,37.5737978,126.8116661,롯데리아,,,,,,서울특별시,강서구,방화동
63,63.0,,롯데리아 신림녹두점,37.4705793,126.9344187,롯데리아,,,,,,서울특별시,관악구,신림동
64,64.0,,롯데리아혜화점,37.5858061,127.0006805,롯데리아,,,,,,서울특별시,종로구,혜화동
65,65.0,,롯데리아 청구역점,37.5585176,127.0130352,롯데리아,,,,,,서울특별시,중구,신당동
66,66.0,,롯데리아 마천점,37.495198,127.1507817,롯데리아,,,,,,서울특별시,송파구,마천동
67,67.0,,롯데리아 방이역점,37.5097542,127.1237282,롯데리아,,,,,,서울특별시,송파구,방이동
68,68.0,,롯데리아 GS마트상계점,37.6642247,127.0656263,롯데리아,,,,,,서울특별시,노원구,상계동
69,69.0,,롯데리아 목동사거리점,37.53253,126.864117,롯데리아,,,,,,서울특별시,양천구,목동
70,70.0,,롯데리아한성대입구역점,37.5884122,127.0067704,롯데리아,,,,,,서울특별시,성북구,동소문동2가
71,71.0,,롯데리아 응암오거리점,37.5878978,126.9164142,롯데리아,,,,,,서울특별시,은평구,응암동
72,72.0,,롯데리아 성수역점,37.5474009,127.0552245,롯데리아,,,,,,서울특별시,성동구,성수동2가
73,73.0,,롯데리아 상계점,37.65841,127.0740357,롯데리아,,,,,,서울특별시,노원구,중계동
74,74.0,,롯데리아 중곡점,37.5654721,127.0811613,롯데리아,,,,,,서울특별시,광진구,중곡동
75,75.0,,롯데리아 강동구청DT점,37.531316,127.1211915,롯데리아,,,,,,서울특별시,강동구,성내동
76,76.0,,롯데리아 뚝섬유원지점,37.5323431,127.0668606,롯데리아,,,,,,서울특별시,광진구,자양동
77,77.0,,롯데리아 신방화역점,37.5670047,126.8189225,롯데리아,,,,,,서울특별시,강서구,마곡동
78,78.0,,롯데리아 망원점,37.5563354,126.9096,롯데리아,,,,,,서울특별시,마포구,망원동
79,79.0,,롯데리아 대방역점,37.5127015,126.9242157,롯데리아,,,,,,서울특별시,영등포구,신길동
80,80.0,,롯데리아 구파발역점,37.6380295,126.9190256,롯데리아,,,,,,서울특별시,은평구,진관동
81,81.0,,롯데리아 화곡역점,37.541536,126.8392579,롯데리아,,,,,,서울특별시,강서구,화곡동
82,82.0,,롯데리아 창동역점,37.652422,127.046368,롯데리아,,,,,,서울특별시,도봉구,창동
83,83.0,,롯데리아 이대점,37.559048,126.9451331,롯데리아,,,,,,서울특별시,서대문구,대현동
84,84.0,,롯데리아 시흥중앙점,37.4508679,126.9088125,롯데리아,,,,,,서울특별시,금천구,시흥5동
85,85.0,,롯데리아 석관점,37.6100929,127.0575831,롯데리아,,,,,,서울특별시,성북구,석관동
86,86.0,,롯데리아 청량리점,37.5809196,127.0458634,롯데리아,,,,,,서울특별시,동대문구,청량리동
87,87.0,,롯데리아 숭실대입구역점,37.4970319,126.9526433,롯데리아,,,,,,서울특별시,동작구,상도동
88,88.0,,롯데리아 번동DT점,37.6355201,127.0328663,롯데리아,,,,,,서울특별시,강북구,번동
89,89.0,,롯데리아 신곡시장점,37.518968,126.8427592,롯데리아,,,,,,서울특별시,양천구,신월동
90,90.0,,롯데리아 강일점,37.5658124,127.1732377,롯데리아,,,,,,서울특별시,강동구,강일동
91,91.0,,롯데리아 중앙대점,37.5083234,126.9614041,롯데리아,,,,,,서울특별시,동작구,흑석동
92,92.0,,롯데리아 가든파이브점,37.477205,127.1251614,롯데리아,,,,,,서울특별시,송파구,문정동
93,93.0,,롯데리아 구의역점,37.5364857,127.0841062,롯데리아,,,,,,서울특별시,광진구,자양동
94,94.0,,롯데리아 고덕역점,37.5532086,127.1547286,롯데리아,,,,,,서울특별시,강동구,명일동
95,95.0,,롯데리아염창점,37.5526267,126.8703448,롯데리아,,,,,,서울특별시,강서구,염창동
96,96.0,,롯데리아 마곡역점,37.5584224,126.8248612,롯데리아,,,,,,서울특별시,강서구,마곡동
97,97.0,,롯데리아 서울대점,37.458826,126.9526676,롯데리아,,,,,,서울특별시,관악구,신림동
98,98.0,,롯데리아 후암점,37.5507243,126.9773454,롯데리아,,,,,,서울특별시,용산구,후암동
99,99.0,,롯데리아 건대스타시티점,37.5388894,127.072682,롯데리아,,,,,,서울특별시,광진구,자양동
100,100.0,,롯데리아 상봉역점,37.5957129,127.0839239,롯데리아,,,,,,서울특별시,중랑구,상봉동
101,101.0,,롯데리아 개봉점,37.5006484,126.8665409,롯데리아,,,,,,서울특별시,구로구,고척동
102,102.0,,롯데리아 삼양사거리점,37.619996,127.0192591,롯데리아,,,,,,서울특별시,강북구,미아동
103,103.0,,롯데리아 수서역사,37.485253,127.1047529,롯데리아,,,,,,서울특별시,강남구,수서동
104,104.0,,롯데리아 송파삼전점,37.5023973,127.0945634,롯데리아,,,,,,서울특별시,송파구,삼전동
105,105.0,,롯데리아 서울역광장점,37.5544326,126.9718369,롯데리아,,,,,,서울특별시,용산구,동자동
106,106.0,,롯데리아 홈플러스강서점,37.5586158,126.8543505,롯데리아,,,,,,서울특별시,강서구,등촌동
107,107.0,,롯데리아 영등포타임스퀘어B2점,37.5173101,126.9028991,롯데리아,,,,,,서울특별시,영등포구,영등포동4가
108,108.0,,롯데리아 금호점,37.5484119,127.0184988,롯데리아,,,,,,서울특별시,성동구,금호동3가
109,109.0,,롯데리아 보라매타운점,37.4919177,126.9235712,롯데리아,,,,,,서울특별시,동작구,신대방동
110,110.0,,롯데리아 천왕역점,37.4868087,126.8383967,롯데리아,,,,,,서울특별시,구로구,오류동
111,111.0,,롯데리아 롯데마트행당역점,37.5566034,127.0288249,롯데리아,,,,,,서울특별시,성동구,행당동
112,112.0,,롯데리아 종암점,37.5984932,127.0344395,롯데리아,,,,,,서울특별시,성북구,종암동
113,113.0,,롯데리아 창천점,37.5582345,126.9288068,롯데리아,,,,,,서울특별시,서대문구,창천동
114,114.0,,롯데리아 캐슬플라자점,37.514388,127.100381,롯데리아,,,,,,서울특별시,송파구,신천동
115,115.0,,롯데리아 홈플러스금천점,37.4688923,126.8971158,롯데리아,,,,,,서울특별시,금천구,독산동
116,116.0,,롯데리아 응암점,37.6003045,126.9229265,롯데리아,,,,,,서울특별시,은평구,응암동
117,117.0,,롯데리아 구산역점,37.6102751,126.9171433,롯데리아,,,,,,서울특별시,은평구,역촌동
118,118.0,,롯데리아 화곡시장점,37.5345574,126.8378703,롯데리아,,,,,,서울특별시,강서구,화곡1동
119,119.0,,롯데리아 개포점,37.4821949,127.061445,롯데리아,,,,,,서울특별시,강남구,개포동
120,120.0,,롯데리아 보광점,37.52665,127.000636,롯데리아,,,,,,서울특별시,용산구,보광동
121,121.0,,롯데리아 봉천점,37.4835117,126.954901,롯데리아,,,,,,서울특별시,관악구,봉천동
122,122.0,,롯데리아 동묘역점,37.572664,127.0150513,롯데리아,,,,,,서울특별시,종로구,창신동
123,123.0,,롯데리아 수서역사점,37.4854187,127.1045603,롯데리아,,,,,,서울특별시,강남구,수서동
124,124.0,,롯데리아 장한평역점,37.5618979,127.0637597,롯데리아,,,,,,서울특별시,동대문구,장안동
125,125.0,,롯데리아 신정네거리역,37.5214549,126.8540106,롯데리아,,,,,,서울특별시,양천구,신정동
126,126.0,,롯데리아 남성역점,37.4847275,126.9704802,롯데리아,,,,,,서울특별시,동작구,사당동
127,127.0,,롯데리아 구로가산점,37.4773945,126.8874365,롯데리아,,,,,,서울특별시,금천구,가산동
128,128.0,,롯데리아 구로시장점,37.4897681,126.8915414,롯데리아,,,,,,서울특별시,구로구,구로4동
129,129.0,,롯데리아 중랑역점,37.5932619,127.0743112,롯데리아,,,,,,서울특별시,중랑구,상봉동
130,130.0,,롯데리아 강남일원점,37.4922716,127.0873485,롯데리아,,,,,,서울특별시,강남구,일원동
131,131.0,,롯데리아 녹번점,37.601126,126.93059,롯데리아,,,,,,서울특별시,은평구,응암동
132,132.0,,롯데리아 외대역점,37.5963162,127.060925,롯데리아,,,,,,서울특별시,동대문구,이문동
133,133.0,,롯데리아 중화역점,37.6019791,127.0796816,롯데리아,,,,,,서울특별시,중랑구,중화동
134,134.0,,롯데리아 양재동점,37.4698817,127.0419294,롯데리아,,,,,,서울특별시,서초구,양재동
135,135.0,,롯데리아 동서울터미널점,37.534538,127.0942004,롯데리아,,,,,,서울특별시,광진구,구의동
136,136.0,,롯데리아 세이브마트점,37.4743321,126.9175559,롯데리아,,,,,,서울특별시,관악구,미성동
137,137.0,,롯데리아 홈플러스영등포점,37.5185794,126.8953664,롯데리아,,,,,,서울특별시,영등포구,문래동3가
138,138.0,,롯데리아 제기역점,37.5779271,127.0329508,롯데리아,,,,,,서울특별시,동대문구,용두동
139,139.0,,롯데리아 답십리점,37.5653122,127.054239,롯데리아,,,,,,서울특별시,성동구,용답동
140,140.0,,롯데리아 세곡점,37.465643,127.1011212,롯데리아,,,,,,서울특별시,강남구,세곡동
141,141.0,,롯데리아 언더랜드점,37.511266,127.0980171,롯데리아,,,,,,서울특별시,송파구,잠실동
142,142.0,,롯데리아 수락산역점,37.6771907,127.0555731,롯데리아,,,,,,서울특별시,노원구,상계동
143,143.0,,롯데리아 홈플러스방학점,37.6647264,127.0431537,롯데리아,,,,,,서울특별시,도봉구,방학동
144,144.0,,롯데리아 덕성여대점,37.6485076,127.0139821,롯데리아,,,,,,서울특별시,강북구,수유동
145,145.0,,롯데리아 홈플러스월곡점,37.6018849,127.0409333,롯데리아,,,,,,서울특별시,성북구,하월곡동
146,146.0,,롯데리아 목동점,37.5213048,126.8738448,롯데리아,,,,,,서울특별시,양천구,신정동
147,147.0,,롯데리아 방배역점,37.4830257,126.9969162,롯데리아,,,,,,서울특별시,서초구,방배동
148,148.0,,롯데리아 오금점,37.5034228,127.1380156,롯데리아,,,,,,서울특별시,송파구,오금동
149,149.0,,롯데리아 망우점,37.5956757,127.0994784,롯데리아,,,,,,서울특별시,중랑구,망우동
150,150.0,,롯데리아 홈플러스강동점,37.5457486,127.1423411,롯데리아,,,,,,서울특별시,강동구,천호동
151,151.0,,롯데리아 보문역점,37.5839546,127.0199195,롯데리아,,,,,,서울특별시,성북구,보문동5가
152,152.0,,롯데리아 구로IT점,37.4852811,126.8944186,롯데리아,,,,,,서울특별시,구로구,구로동
153,153.0,,롯데리아 홈플러스상봉점,37.5978979,127.090042,롯데리아,,,,,,서울특별시,중랑구,상봉동
154,154.0,,롯데리아 롯데마트송파점,37.4918537,127.117181,롯데리아,,,,,,서울특별시,송파구,문정동
155,155.0,,롯데리아 강변테크노점,37.535845,127.095911,롯데리아,,,,,,서울특별시,광진구,구의동
156,156.0,,롯데리아 홈플러스신내점,37.61577,127.093738,롯데리아,,,,,,서울특별시,중랑구,신내동
157,157.0,,롯데리아 롯데백화점잠실점,37.510788,127.0975021,롯데리아,,,,,,서울특별시,송파구,잠실동
158,158.0,,롯데리아 청계산입구역점,37.4474304,127.0559721,롯데리아,,,,,,서울특별시,서초구,신원동
159,159.0,,롯데리아 목동행복한백화점,37.5294076,126.8758066,롯데리아,,,,,,서울특별시,양천구,목동
160,160.0,,롯데리아 시흥현대시장점,37.4587704,126.9053446,롯데리아,,,,,,서울특별시,금천구,시흥동
161,161.0,,롯데리아 신김포공항점,37.5608124,126.8074296,롯데리아,,,,,,서울특별시,강서구,공항동
162,162.0,,롯데리아 홈플러스중계점,37.6398653,127.0684023,롯데리아,,,,,,서울특별시,노원구,중계동
163,163.0,,롯데리아 롯데마트서울양평점,37.5261221,126.8913797,롯데리아,,,,,,서울특별시,영등포구,양평동3가
164,164.0,,롯데리아 홈플러스남현점,37.4713674,126.9828151,롯데리아,,,,,,서울특별시,관악구,남현동
165,165.0,,롯데리아 대림역점,37.4936438,126.8983979,롯데리아,,,,,,서울특별시,영등포구,대림동
166,166.0,,롯데리아월드컵점,37.5682553,126.8972733,롯데리아,,,,,,서울특별시,마포구,성산동
167,167.0,,롯데리아 홍은포방점,37.5992522,126.9483615,롯데리아,,,,,,서울특별시,서대문구,홍은동
168,168.0,,롯데리아 강변씨네마점,37.535882,127.095902,롯데리아,,,,,,서울특별시,광진구,구의동
169,169.0,,롯데리아 키자니아점,37.5112959,127.0979455,롯데리아,,,,,,서울특별시,송파구,잠실동
170,170.0,,롯데리아 용산서계점,37.5523987,126.9639314,롯데리아,,,,,,서울특별시,용산구,서계동
171,171.0,,롯데리아 NC백화점강서점,37.5596666,126.8402242,롯데리아,,,,,,서울특별시,강서구,등촌동
172,172.0,,롯데리아 목동킴스클럽점,37.5294501,126.8758129,롯데리아,,,,,,서울특별시,양천구,목동
173,173.0,,롯데리아스카이시티점,37.566453,126.801428,롯데리아,,,,,,서울특별시,강서구,방화동
174,174.0,,롯데리아 군자점,37.5568932,127.0788541,롯데리아,,,,,,서울특별시,광진구,군자동
175,175.0,,명동피자가든파이브라이프영관,37.4773156,127.1251033,롯데리아,,,,,,서울특별시,송파구,문정동
176,176.0,,에그설런트NC백화점강서점,37.5598492,126.8398904,롯데리아,,,,,,서울특별시,강서구,등촌동
177,177.0,,마루스시누들NC백화점강서점,37.5596452,126.8400121,롯데리아,,,,,,서울특별시,강서구,등촌동
178,178.0,,마우NC백화점강서점,37.5596834,126.8401048,롯데리아,,,,,,서울특별시,강서구,등촌동
179,179.0,,반칙왕식탁NC백화점강서점,37.5596384,126.8401851,롯데리아,,,,,,서울특별시,강서구,등촌동
180,180.0,,행복밥상NC백화점강서점,37.5597008,126.8400362,롯데리아,,,,,,서울특별시,강서구,등촌동
181,181.0,,수장NC백화점강서점,37.559654,126.8400946,롯데리아,,,,,,서울특별시,강서구,등촌동
